"Genes","Farmaco","miRNAs","freq"
"KCNJ2","antipsychotics","hsa-mir-141",74
"KCNJ2","arsenic trioxide","hsa-mir-141",74
"KCNJ2","methadone","hsa-mir-141",74
"KCNJ2","thioridazine","hsa-mir-141",74
"KCNJ2","chloroquine","hsa-mir-141",74
"KCNJ2","clarithromycin","hsa-mir-141",74
"KCNJ2","erythromycin","hsa-mir-141",74
"KCNJ2","terfenadine","hsa-mir-141",74
"KCNJ2","ibutilide","hsa-mir-141",74
"KCNJ2","astemizole","hsa-mir-141",74
"KCNJ2","cisapride","hsa-mir-141",74
"KCNJ2","droperidol","hsa-mir-141",74
"KCNJ2","levomethadyl acetate","hsa-mir-141",74
"KCNJ2","disopyramide","hsa-mir-141",74
"KCNJ2","pimozide","hsa-mir-141",74
"KCNJ2","sparfloxacin","hsa-mir-141",74
"KCNJ2","procainamide","hsa-mir-141",74
"KCNJ2","dofetilide","hsa-mir-141",74
"KCNJ2","quinidine","hsa-mir-141",74
"KCNJ2","bepridil","hsa-mir-141",74
"KCNJ2","domperidone","hsa-mir-141",74
"KCNJ2","halofantrine","hsa-mir-141",74
"KCNJ2","mesoridazine","hsa-mir-141",74
"KCNJ2","pentamidine","hsa-mir-141",74
"KCNJ2","sotalol","hsa-mir-141",74
"KCNJ2","antiarrhythmics; class i and iii","hsa-mir-141",74
"LTBR","busulfan","hsa-mir-141",74
"SLC30A8","cyclosporine","hsa-mir-141",74
"SLC30A8","tacrolimus","hsa-mir-141",74
"SLC30A8","repaglinide","hsa-mir-141",74
"SLC30A8","sirolimus","hsa-mir-141",74
"STAT5B","imatinib","hsa-mir-141",74
"STAT5B","glucocorticoids","hsa-mir-141",74
"TNFRSF1A","etanercept","hsa-mir-141",74
"TNFRSF1A","infliximab","hsa-mir-141",74
"TNFRSF1A","adalimumab","hsa-mir-141",74
"TNFRSF1A","certolizumab pegol","hsa-mir-141",74
"TNFRSF1A","hmg coa reductase inhibitors","hsa-mir-141",74
"TNFRSF1A","glutathione","hsa-mir-141",74
"TPI1","biotin","hsa-mir-141",74
"TSHR","choline","hsa-mir-141",74
"USP5","olanzapine","hsa-mir-141",74
"USP5","simvastatin","hsa-mir-141",74
"USP5","rosuvastatin","hsa-mir-141",74
"USP5","atorvastatin","hsa-mir-141",74
"USP5","sildenafil","hsa-mir-141",74
"USP5","pravastatin","hsa-mir-141",74
"USP5","fluvastatin","hsa-mir-141",74
"USP5","hmg coa reductase inhibitors","hsa-mir-141",74
"USP5","lovastatin","hsa-mir-141",74
"USP5","almotriptan","hsa-mir-141",74
"USP5","eletriptan","hsa-mir-141",74
"USP5","naratriptan","hsa-mir-141",74
"USP5","rizatriptan","hsa-mir-141",74
"USP5","sumatriptan","hsa-mir-141",74
"USP5","zolmitriptan","hsa-mir-141",74
"WNK1","hydrochlorothiazide","hsa-mir-141",74
"KCNH2","risperidone","hsa-mir-99b",53
"KCNH2","cimetidine","hsa-mir-99b",53
"KCNH2","olanzapine","hsa-mir-99b",53
"KCNH2","amiodarone","hsa-mir-99b",53
"KCNH2","chlorpromazine","hsa-mir-99b",53
"KCNH2","haloperidol","hsa-mir-99b",53
"KCNH2","warfarin","hsa-mir-99b",53
"KCNH2","antipsychotics","hsa-mir-99b",53
"KCNH2","arsenic trioxide","hsa-mir-99b",53
"KCNH2","hydroxyzine","hsa-mir-99b",53
"KCNH2","methadone","hsa-mir-99b",53
"KCNH2","quetiapine","hsa-mir-99b",53
"KCNH2","loratadine","hsa-mir-99b",53
"KCNH2","thioridazine","hsa-mir-99b",53
"KCNH2","chloroquine","hsa-mir-99b",53
"KCNH2","beta blocking agents; selective","hsa-mir-99b",53
"KCNH2","clarithromycin","hsa-mir-99b",53
"KCNH2","ziprasidone","hsa-mir-99b",53
"KCNH2","trazodone","hsa-mir-99b",53
"KCNH2","erythromycin","hsa-mir-99b",53
"KCNH2","chlorpheniramine","hsa-mir-99b",53
"KCNH2","lovastatin","hsa-mir-99b",53
"KCNH2","fluoxetine","hsa-mir-99b",53
"KCNH2","terfenadine","hsa-mir-99b",53
"KCNH2","ibutilide","hsa-mir-99b",53
"KCNH2","fluvoxamine","hsa-mir-99b",53
"KCNH2","astemizole","hsa-mir-99b",53
"KCNH2","cisapride","hsa-mir-99b",53
"KCNH2","grepafloxacin","hsa-mir-99b",53
"KCNH2","sertindole","hsa-mir-99b",53
"KCNH2","moxifloxacin","hsa-mir-99b",53
"KCNH2","telithromycin","hsa-mir-99b",53
"KCNH2","perhexiline","hsa-mir-99b",53
"KCNH2","droperidol","hsa-mir-99b",53
"KCNH2","levomethadyl acetate","hsa-mir-99b",53
"KCNH2","mibefradil","hsa-mir-99b",53
"KCNH2","disopyramide","hsa-mir-99b",53
"KCNH2","pimozide","hsa-mir-99b",53
"KCNH2","sparfloxacin","hsa-mir-99b",53
"KCNH2","procainamide","hsa-mir-99b",53
"KCNH2","doxepin","hsa-mir-99b",53
"KCNH2","probucol","hsa-mir-99b",53
"KCNH2","dofetilide","hsa-mir-99b",53
"KCNH2","quinidine","hsa-mir-99b",53
"KCNH2","bepridil","hsa-mir-99b",53
"KCNH2","domperidone","hsa-mir-99b",53
"KCNH2","halofantrine","hsa-mir-99b",53
"KCNH2","mesoridazine","hsa-mir-99b",53
"KCNH2","pentamidine","hsa-mir-99b",53
"KCNH2","sotalol","hsa-mir-99b",53
"KCNH2","antiarrhythmics; class i and iii","hsa-mir-99b",53
"KCNH2","mexiletine","hsa-mir-99b",53
"KCNH2","silodosin","hsa-mir-99b",53
"ABCG2","cisplatin","hsa-mir-6824",44
"ABCG2","fluorouracil","hsa-mir-6824",44
"ABCG2","metformin","hsa-mir-6824",44
"ABCG2","gemcitabine","hsa-mir-6824",44
"ABCG2","methotrexate","hsa-mir-6824",44
"ABCG2","daunorubicin","hsa-mir-6824",44
"ABCG2","doxorubicin","hsa-mir-6824",44
"ABCG2","paclitaxel","hsa-mir-6824",44
"ABCG2","cytarabine","hsa-mir-6824",44
"ABCG2","cyclosporine","hsa-mir-6824",44
"ABCG2","cyclophosphamide","hsa-mir-6824",44
"ABCG2","simvastatin","hsa-mir-6824",44
"ABCG2","digoxin","hsa-mir-6824",44
"ABCG2","carbamazepine","hsa-mir-6824",44
"ABCG2","tacrolimus","hsa-mir-6824",44
"ABCG2","irinotecan","hsa-mir-6824",44
"ABCG2","pitavastatin","hsa-mir-6824",44
"ABCG2","rosuvastatin","hsa-mir-6824",44
"ABCG2","docetaxel","hsa-mir-6824",44
"ABCG2","gefitinib","hsa-mir-6824",44
"ABCG2","atorvastatin","hsa-mir-6824",44
"ABCG2","sirolimus","hsa-mir-6824",44
"ABCG2","leucovorin","hsa-mir-6824",44
"ABCG2","valproic acid","hsa-mir-6824",44
"ABCG2","pravastatin","hsa-mir-6824",44
"ABCG2","fluvastatin","hsa-mir-6824",44
"ABCG2","imatinib","hsa-mir-6824",44
"ABCG2","etoposide","hsa-mir-6824",44
"ABCG2","mitoxantrone","hsa-mir-6824",44
"ABCG2","vincristine","hsa-mir-6824",44
"ABCG2","folic acid","hsa-mir-6824",44
"ABCG2","glibenclamide","hsa-mir-6824",44
"ABCG2","xenobiotics","hsa-mir-6824",44
"ABCG2","antineoplastic agents","hsa-mir-6824",44
"ABCG2","carboplatin","hsa-mir-6824",44
"ABCG2","erlotinib","hsa-mir-6824",44
"ABCG2","topotecan","hsa-mir-6824",44
"ABCG2","estramustine","hsa-mir-6824",44
"ABCG2","vinorelbine","hsa-mir-6824",44
"ABCG2","sulfasalazine","hsa-mir-6824",44
"ABCG2","diflomotecan","hsa-mir-6824",44
"ADRA1B","norepinephrine","hsa-mir-6824",44
"ADRA1B","prazosin","hsa-mir-6824",44
"THRB","levothyroxine","hsa-mir-6824",44
"ADORA2A","methotrexate","hsa-mir-561",42
"ADORA2A","infliximab","hsa-mir-561",42
"ADORA2A","adalimumab","hsa-mir-561",42
"ADORA2A","caffeine","hsa-mir-561",42
"ADORA2A","adenosine","hsa-mir-561",42
"ADORA2A","theophylline","hsa-mir-561",42
"EPHA2","cisplatin","hsa-mir-4715",42
"F3","coxibs","hsa-mir-4715",42
"HBEGF","cetuximab","hsa-mir-4715",42
"HBEGF","l-arginine","hsa-mir-4715",42
"HBEGF","nitric oxide","hsa-mir-4715",42
"IL1A","adenosine triphosphate","hsa-mir-4715",42
"IL1A","glutathione","hsa-mir-4715",42
"IL1A","dexamethasone","hsa-mir-4715",42
"IL1A","glucocorticoids","hsa-mir-4715",42
"NAMPT","rosiglitazone","hsa-mir-4715",42
"NAMPT","niacin","hsa-mir-4715",42
"PLD1","tacrolimus","hsa-mir-4715",42
"PLD1","dopamine","hsa-mir-4715",42
"PLD1","lecithin","hsa-mir-4715",42
"PLD1","colchicine","hsa-mir-4715",42
"PRKAG1","metformin","hsa-mir-4715",42
"PRKAG1","pioglitazone","hsa-mir-4715",42
"PRKAG1","rosiglitazone","hsa-mir-4715",42
"PRKAG1","adenosine monophosphate","hsa-mir-4715",42
"PRKAG1","adenosine triphosphate","hsa-mir-4715",42
"PRKAG1","glucose","hsa-mir-4715",42
"RALBP1","methotrexate","hsa-mir-561",42
"RALBP1","doxorubicin","hsa-mir-561",42
"RALBP1","carbamazepine","hsa-mir-561",42
"RALBP1","phenytoin","hsa-mir-561",42
"RALBP1","lecithin","hsa-mir-561",42
"RALBP1","mercaptopurine","hsa-mir-561",42
"SFRP4","letrozole","hsa-mir-561",42
"SLC1A1","risperidone","hsa-mir-4715",42
"SLC1A1","olanzapine","hsa-mir-4715",42
"SLC1A1","clozapine","hsa-mir-4715",42
"SLC25A1","biotin","hsa-mir-561",42
"SMARCD1","betamethasone","hsa-mir-4715",42
"SMARCD1","fluticasone propionate","hsa-mir-4715",42
"SMARCD1","budesonide","hsa-mir-4715",42
"SMARCD1","prednisone","hsa-mir-4715",42
"SMARCD1","dexamethasone","hsa-mir-4715",42
"SMARCD1","glucocorticoids","hsa-mir-4715",42
"SMARCD1","hydrocortisone","hsa-mir-4715",42
"SMARCD1","methylprednisolone","hsa-mir-4715",42
"SMARCD1","mometasone","hsa-mir-4715",42
"SMARCD1","paramethasone","hsa-mir-4715",42
"SMARCD1","prednisolone","hsa-mir-4715",42
"SMARCD1","rimexolone","hsa-mir-4715",42
"SMARCD1","triamcinolone","hsa-mir-4715",42
"SMARCD1","beclomethasone","hsa-mir-4715",42
"SMARCD1","ciclesonide","hsa-mir-4715",42
"SMARCD1","desonide","hsa-mir-4715",42
"SMARCD1","flunisolide","hsa-mir-4715",42
"SSH2","cytarabine","hsa-mir-4715",42
"TNF","interferon alfacon-1","hsa-mir-561",42
"TNF","methotrexate","hsa-mir-561",42
"TNF","cyclosporine","hsa-mir-561",42
"TNF","etanercept","hsa-mir-561",42
"TNF","infliximab","hsa-mir-561",42
"TNF","adalimumab","hsa-mir-561",42
"TNF","certolizumab pegol","hsa-mir-561",42
"TNF","pioglitazone","hsa-mir-561",42
"TNF","rosiglitazone","hsa-mir-561",42
"TNF","thiazolidinediones","hsa-mir-561",42
"TNF","troglitazone","hsa-mir-561",42
"TNF","carbamazepine","hsa-mir-561",42
"TNF","tacrolimus","hsa-mir-561",42
"TNF","thalidomide","hsa-mir-561",42
"TNF","tretinoin","hsa-mir-561",42
"TNF","glutathione","hsa-mir-561",42
"TNF","l-arginine","hsa-mir-561",42
"TNF","nitric oxide","hsa-mir-561",42
"TNF","nifedipine","hsa-mir-561",42
"TNF","epoetin alfa","hsa-mir-561",42
"TNF","trimethoprim","hsa-mir-561",42
"TNF","dexamethasone","hsa-mir-561",42
"TNF","choline","hsa-mir-561",42
"TNF","glucocorticoids","hsa-mir-561",42
"TNF","hydrocortisone","hsa-mir-561",42
"TNF","triglycerides","hsa-mir-561",42
"TNF","abacavir","hsa-mir-561",42
"TNF","acetylcholine","hsa-mir-561",42
"ABCG2","cisplatin","hsa-mir-133b",41
"ABCG2","fluorouracil","hsa-mir-133b",41
"ABCG2","metformin","hsa-mir-133b",41
"ABCG2","gemcitabine","hsa-mir-133b",41
"ABCG2","methotrexate","hsa-mir-133b",41
"ABCG2","daunorubicin","hsa-mir-133b",41
"ABCG2","doxorubicin","hsa-mir-133b",41
"ABCG2","paclitaxel","hsa-mir-133b",41
"ABCG2","cytarabine","hsa-mir-133b",41
"ABCG2","cyclosporine","hsa-mir-133b",41
"ABCG2","cyclophosphamide","hsa-mir-133b",41
"ABCG2","simvastatin","hsa-mir-133b",41
"ABCG2","digoxin","hsa-mir-133b",41
"ABCG2","carbamazepine","hsa-mir-133b",41
"ABCG2","tacrolimus","hsa-mir-133b",41
"ABCG2","irinotecan","hsa-mir-133b",41
"ABCG2","pitavastatin","hsa-mir-133b",41
"ABCG2","rosuvastatin","hsa-mir-133b",41
"ABCG2","docetaxel","hsa-mir-133b",41
"ABCG2","gefitinib","hsa-mir-133b",41
"ABCG2","atorvastatin","hsa-mir-133b",41
"ABCG2","sirolimus","hsa-mir-133b",41
"ABCG2","leucovorin","hsa-mir-133b",41
"ABCG2","valproic acid","hsa-mir-133b",41
"ABCG2","pravastatin","hsa-mir-133b",41
"ABCG2","fluvastatin","hsa-mir-133b",41
"ABCG2","imatinib","hsa-mir-133b",41
"ABCG2","etoposide","hsa-mir-133b",41
"ABCG2","mitoxantrone","hsa-mir-133b",41
"ABCG2","vincristine","hsa-mir-133b",41
"ABCG2","folic acid","hsa-mir-133b",41
"ABCG2","glibenclamide","hsa-mir-133b",41
"ABCG2","xenobiotics","hsa-mir-133b",41
"ABCG2","antineoplastic agents","hsa-mir-133b",41
"ABCG2","carboplatin","hsa-mir-133b",41
"ABCG2","erlotinib","hsa-mir-133b",41
"ABCG2","topotecan","hsa-mir-133b",41
"ABCG2","estramustine","hsa-mir-133b",41
"ABCG2","vinorelbine","hsa-mir-133b",41
"ABCG2","sulfasalazine","hsa-mir-133b",41
"ABCG2","diflomotecan","hsa-mir-133b",41
"ARRB2","beta blocking agents","hsa-mir-376b",41
"ARRB2","methadone","hsa-mir-376b",41
"ARRB2","l-arginine","hsa-mir-376b",41
"ARRB2","nitric oxide","hsa-mir-376b",41
"ARRB2","isoproterenol","hsa-mir-376b",41
"GNAS","antidepressants","hsa-mir-376b",41
"GNAS","cisplatin","hsa-mir-376b",41
"GNAS","fluorouracil","hsa-mir-376b",41
"GNAS","sibutramine","hsa-mir-376b",41
"GNAS","betamethasone","hsa-mir-376b",41
"GNAS","antihypertensives","hsa-mir-376b",41
"GNAS","beta blocking agents","hsa-mir-376b",41
"GNAS","fluticasone propionate","hsa-mir-376b",41
"GNAS","progesterone","hsa-mir-376b",41
"GNAS","budesonide","hsa-mir-376b",41
"GNAS","dopamine","hsa-mir-376b",41
"GNAS","adenosine monophosphate","hsa-mir-376b",41
"GNAS","adenosine triphosphate","hsa-mir-376b",41
"GNAS","l-arginine","hsa-mir-376b",41
"GNAS","l-citrulline","hsa-mir-376b",41
"GNAS","nitric oxide","hsa-mir-376b",41
"GNAS","glucose","hsa-mir-376b",41
"GNAS","salmeterol","hsa-mir-376b",41
"GNAS","prednisone","hsa-mir-376b",41
"GNAS","isoproterenol","hsa-mir-376b",41
"GNAS","dexamethasone","hsa-mir-376b",41
"GNAS","glucocorticoids","hsa-mir-376b",41
"GNAS","hydrocortisone","hsa-mir-376b",41
"GNAS","methylprednisolone","hsa-mir-376b",41
"GNAS","mometasone","hsa-mir-376b",41
"GNAS","paramethasone","hsa-mir-376b",41
"GNAS","prednisolone","hsa-mir-376b",41
"GNAS","rimexolone","hsa-mir-376b",41
"GNAS","triamcinolone","hsa-mir-376b",41
"GNAS","beclomethasone","hsa-mir-376b",41
"GNAS","ciclesonide","hsa-mir-376b",41
"GNAS","desonide","hsa-mir-376b",41
"GNAS","flunisolide","hsa-mir-376b",41
"GNAS","alprostadil","hsa-mir-376b",41
"GNAS","epinephrine","hsa-mir-376b",41
"GNAS","fluticasone/salmeterol","hsa-mir-376b",41
"GPX2","cisplatin","hsa-mir-4787",38
"HSP90AA1","betamethasone","hsa-mir-4787",38
"HSP90AA1","fluticasone propionate","hsa-mir-4787",38
"HSP90AA1","budesonide","hsa-mir-4787",38
"HSP90AA1","busulfan","hsa-mir-4787",38
"HSP90AA1","adenosine monophosphate","hsa-mir-4787",38
"HSP90AA1","adenosine triphosphate","hsa-mir-4787",38
"HSP90AA1","l-arginine","hsa-mir-4787",38
"HSP90AA1","l-citrulline","hsa-mir-4787",38
"HSP90AA1","nitric oxide","hsa-mir-4787",38
"HSP90AA1","glucose","hsa-mir-4787",38
"HSP90AA1","pyruvic acid","hsa-mir-4787",38
"HSP90AA1","prednisone","hsa-mir-4787",38
"HSP90AA1","dexamethasone","hsa-mir-4787",38
"HSP90AA1","tetrahydrobiopterin","hsa-mir-4787",38
"HSP90AA1","glucocorticoids","hsa-mir-4787",38
"HSP90AA1","hydrocortisone","hsa-mir-4787",38
"HSP90AA1","methylprednisolone","hsa-mir-4787",38
"HSP90AA1","mometasone","hsa-mir-4787",38
"HSP90AA1","paramethasone","hsa-mir-4787",38
"HSP90AA1","prednisolone","hsa-mir-4787",38
"HSP90AA1","rimexolone","hsa-mir-4787",38
"HSP90AA1","triamcinolone","hsa-mir-4787",38
"HSP90AA1","beclomethasone","hsa-mir-4787",38
"HSP90AA1","ciclesonide","hsa-mir-4787",38
"HSP90AA1","desonide","hsa-mir-4787",38
"HSP90AA1","flunisolide","hsa-mir-4787",38
"HSP90AA1","geldanamycin","hsa-mir-4787",38
"HSP90AA1","alvespimycin","hsa-mir-4787",38
"HSP90AA1","tanespimycin","hsa-mir-4787",38
"MAP2K4","cyclosporine","hsa-mir-4787",38
"MAP2K4","tacrolimus","hsa-mir-4787",38
"MAP2K4","imatinib","hsa-mir-4787",38
"MAP2K4","chloroquine","hsa-mir-4787",38
"MAP2K4","imiquimod","hsa-mir-4787",38
"MAP2K4","glutathione","hsa-mir-4787",38
"MAP2K4","nitric oxide","hsa-mir-4787",38
"MECP2","tamoxifen","hsa-mir-4787",38
"FLT3","daunorubicin","hsa-mir-5004",36
"FLT3","cytarabine","hsa-mir-5004",36
"FLT3","imatinib","hsa-mir-5004",36
"FLT3","sunitinib","hsa-mir-5004",36
"FLT3","etoposide","hsa-mir-5004",36
"FLT3","mitoxantrone","hsa-mir-5004",36
"FLT3","vincristine","hsa-mir-5004",36
"HSP90AA1","betamethasone","hsa-mir-5004",36
"HSP90AA1","fluticasone propionate","hsa-mir-5004",36
"HSP90AA1","budesonide","hsa-mir-5004",36
"HSP90AA1","busulfan","hsa-mir-5004",36
"HSP90AA1","adenosine monophosphate","hsa-mir-5004",36
"HSP90AA1","adenosine triphosphate","hsa-mir-5004",36
"HSP90AA1","l-arginine","hsa-mir-5004",36
"HSP90AA1","l-citrulline","hsa-mir-5004",36
"HSP90AA1","nitric oxide","hsa-mir-5004",36
"HSP90AA1","glucose","hsa-mir-5004",36
"HSP90AA1","pyruvic acid","hsa-mir-5004",36
"HSP90AA1","prednisone","hsa-mir-5004",36
"HSP90AA1","dexamethasone","hsa-mir-5004",36
"HSP90AA1","tetrahydrobiopterin","hsa-mir-5004",36
"HSP90AA1","glucocorticoids","hsa-mir-5004",36
"HSP90AA1","hydrocortisone","hsa-mir-5004",36
"HSP90AA1","methylprednisolone","hsa-mir-5004",36
"HSP90AA1","mometasone","hsa-mir-5004",36
"HSP90AA1","paramethasone","hsa-mir-5004",36
"HSP90AA1","prednisolone","hsa-mir-5004",36
"HSP90AA1","rimexolone","hsa-mir-5004",36
"HSP90AA1","triamcinolone","hsa-mir-5004",36
"HSP90AA1","beclomethasone","hsa-mir-5004",36
"HSP90AA1","ciclesonide","hsa-mir-5004",36
"HSP90AA1","desonide","hsa-mir-5004",36
"HSP90AA1","flunisolide","hsa-mir-5004",36
"HSP90AA1","geldanamycin","hsa-mir-5004",36
"HSP90AA1","alvespimycin","hsa-mir-5004",36
"HSP90AA1","tanespimycin","hsa-mir-5004",36
"CAMK2D","adenosine triphosphate","hsa-mir-576",34
"CASP6","celecoxib","hsa-mir-576",34
"CCNA2","celecoxib","hsa-mir-576",34
"CCNA2","exenatide","hsa-mir-576",34
"EIF4E","sirolimus","hsa-mir-576",34
"EIF4EBP1","sirolimus","hsa-mir-576",34
"HADH","l-lysine","hsa-mir-576",34
"MAOA","antidepressants","hsa-mir-576",34
"MAOA","risperidone","hsa-mir-576",34
"MAOA","selective serotonin reuptake inhibitors","hsa-mir-576",34
"MAOA","antipsychotics","hsa-mir-576",34
"MAOA","citalopram","hsa-mir-576",34
"MAOA","sertraline","hsa-mir-576",34
"MAOA","dopamine","hsa-mir-576",34
"MAOA","fluoxetine","hsa-mir-576",34
"MAOA","paroxetine","hsa-mir-576",34
"MAOA","fluvoxamine","hsa-mir-576",34
"MAOA","nicotine","hsa-mir-576",34
"MAOA","monoamine oxidase a inhibitors","hsa-mir-576",34
"MAOA","norepinephrine","hsa-mir-576",34
"MAOA","vitamin c","hsa-mir-576",34
"MTTP","hmg coa reductase inhibitors","hsa-mir-576",34
"MTTP","phospholipids","hsa-mir-576",34
"NFKB1","fluorouracil","hsa-mir-576",34
"NFKB1","doxorubicin","hsa-mir-576",34
"NFKB1","glutathione","hsa-mir-576",34
"NFKB1","l-arginine","hsa-mir-576",34
"NFKB1","nitric oxide","hsa-mir-576",34
"NFKB1","mercaptopurine","hsa-mir-576",34
"NFKB1","antineoplastic agents","hsa-mir-576",34
"NFKB1","azathioprine","hsa-mir-576",34
"NFKB1","choline","hsa-mir-576",34
"NFKB1","mometasone","hsa-mir-576",34
"NFKB1","5-fluoroucil","hsa-mir-576",34
"AP2A1","adenosine triphosphate","hsa-mir-769",33
"AP2A1","choline","hsa-mir-769",33
"ARG1","fluticasone propionate","hsa-let-7c",33
"ARG1","budesonide","hsa-let-7c",33
"ARG1","selective beta-2-adrenoreceptor agonists","hsa-let-7c",33
"ARG1","l-arginine","hsa-let-7c",33
"ARG1","salbutamol","hsa-let-7c",33
"ARG1","urea","hsa-let-7c",33
"ARG1","nedocromil","hsa-let-7c",33
"BAAT","glycine","hsa-let-7c",33
"BAX","cisplatin","hsa-mir-769",33
"BAX","gemcitabine","hsa-mir-769",33
"BAX","methotrexate","hsa-mir-769",33
"BAX","tacrolimus","hsa-mir-769",33
"BAX","glutathione","hsa-mir-769",33
"BAX","mercaptopurine","hsa-mir-769",33
"BCAT2","l-glutamine","hsa-mir-769",33
"BCAT2","biotin","hsa-mir-769",33
"BCAT2","l-valine","hsa-mir-769",33
"BCAT2","l-leucine","hsa-mir-769",33
"CALM3","tacrolimus","hsa-mir-769",33
"CALM3","l-arginine","hsa-mir-769",33
"CALM3","nitric oxide","hsa-mir-769",33
"CALM3","glucose","hsa-mir-769",33
"CALM3","tetrahydrobiopterin","hsa-mir-769",33
