"Genes","Farmaco","miRNAs","freq"
"AKT1","flunisolide","hsa-mir-17",49
"AKT1","pp2","hsa-mir-17",49
"AKT1","exenatide","hsa-mir-17",49
"AKT1","perifosine","hsa-mir-17",49
"DALRD3","mycophenolic acid","hsa-mir-17",49
"AKT1","risperidone","hsa-mir-320d-1",48
"AKT1","cisplatin","hsa-mir-320d-1",48
"AKT1","gemcitabine","hsa-mir-320d-1",48
"AKT1","doxorubicin","hsa-mir-320d-1",48
"AKT1","cyclosporine","hsa-mir-320d-1",48
"AKT1","pioglitazone","hsa-mir-320d-1",48
"AKT1","rosiglitazone","hsa-mir-320d-1",48
"AKT1","tacrolimus","hsa-mir-320d-1",48
"AKT1","betamethasone","hsa-mir-320d-1",48
"AKT1","tamoxifen","hsa-mir-320d-1",48
"AKT1","arsenic trioxide","hsa-mir-320d-1",48
"AKT1","lapatinib","hsa-mir-320d-1",48
"AKT1","gefitinib","hsa-mir-320d-1",48
"AKT1","sirolimus","hsa-mir-320d-1",48
"AKT1","sorafenib","hsa-mir-320d-1",48
"AKT1","fluticasone propionate","hsa-mir-320d-1",48
"AKT1","budesonide","hsa-mir-320d-1",48
"AKT1","celecoxib","hsa-mir-320d-1",48
"AKT1","imatinib","hsa-mir-320d-1",48
"AKT1","adenosine monophosphate","hsa-mir-320d-1",48
"AKT1","adenosine triphosphate","hsa-mir-320d-1",48
"AKT1","glutathione","hsa-mir-320d-1",48
"AKT1","lecithin","hsa-mir-320d-1",48
"AKT1","l-arginine","hsa-mir-320d-1",48
"AKT1","l-citrulline","hsa-mir-320d-1",48
"AKT1","nitric oxide","hsa-mir-320d-1",48
"AKT1","glucose","hsa-mir-320d-1",48
"AKT1","nicotine","hsa-mir-320d-1",48
"AKT1","prednisone","hsa-mir-320d-1",48
"AKT1","xenobiotics","hsa-mir-320d-1",48
"AKT1","dexamethasone","hsa-mir-320d-1",48
"AKT1","choline","hsa-mir-320d-1",48
"AKT1","tetrahydrobiopterin","hsa-mir-320d-1",48
"AKT1","glucocorticoids","hsa-mir-320d-1",48
"AKT1","hydrocortisone","hsa-mir-320d-1",48
"AKT1","methylprednisolone","hsa-mir-320d-1",48
"AKT1","mometasone","hsa-mir-320d-1",48
"AKT1","paramethasone","hsa-mir-320d-1",48
"AKT1","prednisolone","hsa-mir-320d-1",48
"AKT1","rimexolone","hsa-mir-320d-1",48
"AKT1","triamcinolone","hsa-mir-320d-1",48
"AKT1","beclomethasone","hsa-mir-320d-1",48
"AKT1","ciclesonide","hsa-mir-320d-1",48
"AKT1","desonide","hsa-mir-320d-1",48
"AKT1","flunisolide","hsa-mir-320d-1",48
"AKT1","pp2","hsa-mir-320d-1",48
"AKT1","exenatide","hsa-mir-320d-1",48
"AKT1","perifosine","hsa-mir-320d-1",48
"ABCC2","cisplatin","hsa-mir-6826",44
"ABCC2","methotrexate","hsa-mir-6826",44
"ABCC2","daunorubicin","hsa-mir-6826",44
"ABCC2","doxorubicin","hsa-mir-6826",44
"ABCC2","paclitaxel","hsa-mir-6826",44
"ABCC2","cytarabine","hsa-mir-6826",44
"ABCC2","cyclosporine","hsa-mir-6826",44
"ABCC2","digoxin","hsa-mir-6826",44
"ABCC2","carbamazepine","hsa-mir-6826",44
"ABCC2","tacrolimus","hsa-mir-6826",44
"ABCC2","irinotecan","hsa-mir-6826",44
"ABCC2","sn-38","hsa-mir-6826",44
"ABCC2","tamoxifen","hsa-mir-6826",44
"ABCC2","docetaxel","hsa-mir-6826",44
"ABCC2","lopinavir","hsa-mir-6826",44
"ABCC2","sirolimus","hsa-mir-6826",44
"ABCC2","tenofovir","hsa-mir-6826",44
"ABCC2","mycophenolic acid","hsa-mir-6826",44
"ABCC2","mycophenolate mofetil","hsa-mir-6826",44
"ABCC2","diclofenac","hsa-mir-6826",44
"ABCC2","pravastatin","hsa-mir-6826",44
"ABCC2","imatinib","hsa-mir-6826",44
"ABCC2","pyrimidine analogues","hsa-mir-6826",44
"ABCC2","etoposide","hsa-mir-6826",44
"ABCC2","mitoxantrone","hsa-mir-6826",44
"ABCC2","vincristine","hsa-mir-6826",44
"ABCC2","ketoconazole","hsa-mir-6826",44
"ABCC2","miconazole","hsa-mir-6826",44
"ABCC2","ezetimibe","hsa-mir-6826",44
"ABCC2","folic acid","hsa-mir-6826",44
"ABCC2","indinavir","hsa-mir-6826",44
"ABCC2","xenobiotics","hsa-mir-6826",44
"ABCC2","antineoplastic agents","hsa-mir-6826",44
"ABCC2","rifampin","hsa-mir-6826",44
"ABCC2","carboplatin","hsa-mir-6826",44
"ABCC2","azithromycin","hsa-mir-6826",44
"ABCC2","talinolol","hsa-mir-6826",44
"ABCC2","5-fluoroucil","hsa-mir-6826",44
"ABCC2","l-ohp","hsa-mir-6826",44
"EEF2","sirolimus","hsa-mir-6826",44
"FASLG","fluorouracil","hsa-mir-6826",44
"FASLG","tacrolimus","hsa-mir-6826",44
"FASLG","glutathione","hsa-mir-6826",44
"FASLG","antineoplastic agents","hsa-mir-6826",44
"CAMK4","cyclosporine","hsa-mir-6818",43
"CAMK4","tacrolimus","hsa-mir-6818",43
"GNAS","antidepressants","hsa-mir-6818",43
"GNAS","cisplatin","hsa-mir-6818",43
"GNAS","fluorouracil","hsa-mir-6818",43
"GNAS","sibutramine","hsa-mir-6818",43
"GNAS","betamethasone","hsa-mir-6818",43
"GNAS","antihypertensives","hsa-mir-6818",43
"GNAS","beta blocking agents","hsa-mir-6818",43
"GNAS","fluticasone propionate","hsa-mir-6818",43
"GNAS","progesterone","hsa-mir-6818",43
"GNAS","budesonide","hsa-mir-6818",43
"GNAS","dopamine","hsa-mir-6818",43
"GNAS","adenosine monophosphate","hsa-mir-6818",43
"GNAS","adenosine triphosphate","hsa-mir-6818",43
"GNAS","l-arginine","hsa-mir-6818",43
"GNAS","l-citrulline","hsa-mir-6818",43
"GNAS","nitric oxide","hsa-mir-6818",43
"GNAS","glucose","hsa-mir-6818",43
"GNAS","salmeterol","hsa-mir-6818",43
"GNAS","prednisone","hsa-mir-6818",43
"GNAS","isoproterenol","hsa-mir-6818",43
"GNAS","dexamethasone","hsa-mir-6818",43
"GNAS","glucocorticoids","hsa-mir-6818",43
"GNAS","hydrocortisone","hsa-mir-6818",43
"GNAS","methylprednisolone","hsa-mir-6818",43
"GNAS","mometasone","hsa-mir-6818",43
"GNAS","paramethasone","hsa-mir-6818",43
"GNAS","prednisolone","hsa-mir-6818",43
"GNAS","rimexolone","hsa-mir-6818",43
"GNAS","triamcinolone","hsa-mir-6818",43
"GNAS","beclomethasone","hsa-mir-6818",43
"GNAS","ciclesonide","hsa-mir-6818",43
"GNAS","desonide","hsa-mir-6818",43
"GNAS","flunisolide","hsa-mir-6818",43
"GNAS","alprostadil","hsa-mir-6818",43
"GNAS","epinephrine","hsa-mir-6818",43
"GNAS","fluticasone/salmeterol","hsa-mir-6818",43
"RHOA","hmg coa reductase inhibitors","hsa-mir-6818",43
"RHOA","lecithin","hsa-mir-6818",43
"RHOA","l-arginine","hsa-mir-6818",43
"RHOA","nitric oxide","hsa-mir-6818",43
"RHOA","choline","hsa-mir-6818",43
"CCND1","metformin","hsa-mir-335",38
"CCND1","lapatinib","hsa-mir-335",38
"CCND1","gefitinib","hsa-mir-335",38
"CCND1","celecoxib","hsa-mir-335",38
"CCND1","letrozole","hsa-mir-335",38
"CCND1","cetuximab","hsa-mir-335",38
"CCND1","exenatide","hsa-mir-335",38
"CCND1","teriparatide","hsa-mir-335",38
"CCND1","genistein","hsa-mir-335",38
"CCND1","nutlin","hsa-mir-335",38
"DNM2","choline","hsa-mir-4442",38
"KCNJ5","amiodarone","hsa-mir-486-2",38
"KCNJ5","chlorpromazine","hsa-mir-486-2",38
"KCNJ5","haloperidol","hsa-mir-486-2",38
"KCNJ5","antipsychotics","hsa-mir-486-2",38
"KCNJ5","arsenic trioxide","hsa-mir-486-2",38
"KCNJ5","methadone","hsa-mir-486-2",38
"KCNJ5","thioridazine","hsa-mir-486-2",38
"KCNJ5","chloroquine","hsa-mir-486-2",38
"KCNJ5","clarithromycin","hsa-mir-486-2",38
"KCNJ5","erythromycin","hsa-mir-486-2",38
"KCNJ5","terfenadine","hsa-mir-486-2",38
"KCNJ5","ibutilide","hsa-mir-486-2",38
"KCNJ5","astemizole","hsa-mir-486-2",38
"KCNJ5","cisapride","hsa-mir-486-2",38
"KCNJ5","droperidol","hsa-mir-486-2",38
"KCNJ5","levomethadyl acetate","hsa-mir-486-2",38
"KCNJ5","disopyramide","hsa-mir-486-2",38
"KCNJ5","pimozide","hsa-mir-486-2",38
"KCNJ5","sparfloxacin","hsa-mir-486-2",38
"KCNJ5","procainamide","hsa-mir-486-2",38
"KCNJ5","dofetilide","hsa-mir-486-2",38
"KCNJ5","quinidine","hsa-mir-486-2",38
"KCNJ5","bepridil","hsa-mir-486-2",38
"KCNJ5","domperidone","hsa-mir-486-2",38
"KCNJ5","halofantrine","hsa-mir-486-2",38
"KCNJ5","mesoridazine","hsa-mir-486-2",38
"KCNJ5","pentamidine","hsa-mir-486-2",38
"KCNJ5","sotalol","hsa-mir-486-2",38
"KCNJ5","antiarrhythmics; class i and iii","hsa-mir-486-2",38
"PIK3CA","cyclosporine","hsa-mir-4442",38
"PIK3CA","tacrolimus","hsa-mir-4442",38
"PIK3CA","betamethasone","hsa-mir-4442",38
"PIK3CA","docetaxel","hsa-mir-4442",38
"PIK3CA","sirolimus","hsa-mir-4442",38
"PIK3CA","fluticasone propionate","hsa-mir-4442",38
"PIK3CA","budesonide","hsa-mir-4442",38
"PIK3CA","imatinib","hsa-mir-4442",38
"PIK3CA","adenosine monophosphate","hsa-mir-4442",38
"PIK3CA","adenosine triphosphate","hsa-mir-4442",38
"PIK3CA","lecithin","hsa-mir-4442",38
"PIK3CA","l-arginine","hsa-mir-4442",38
"PIK3CA","l-citrulline","hsa-mir-4442",38
"PIK3CA","nitric oxide","hsa-mir-4442",38
"PIK3CA","prednisone","hsa-mir-4442",38
"PIK3CA","dexamethasone","hsa-mir-4442",38
"PIK3CA","choline","hsa-mir-4442",38
"PIK3CA","glucocorticoids","hsa-mir-4442",38
"PIK3CA","hydrocortisone","hsa-mir-4442",38
"PIK3CA","methylprednisolone","hsa-mir-4442",38
"PIK3CA","mometasone","hsa-mir-4442",38
"PIK3CA","paramethasone","hsa-mir-4442",38
"PIK3CA","prednisolone","hsa-mir-4442",38
"PIK3CA","rimexolone","hsa-mir-4442",38
"PIK3CA","triamcinolone","hsa-mir-4442",38
"PIK3CA","beclomethasone","hsa-mir-4442",38
"PIK3CA","ciclesonide","hsa-mir-4442",38
"PIK3CA","desonide","hsa-mir-4442",38
"PIK3CA","flunisolide","hsa-mir-4442",38
"PIK3CA","pp2","hsa-mir-4442",38
"PIK3CA","exenatide","hsa-mir-4442",38
"PLD2","tacrolimus","hsa-mir-4442",38
"PLD2","dopamine","hsa-mir-4442",38
"PLD2","l-arginine","hsa-mir-4442",38
"PLD2","nitric oxide","hsa-mir-4442",38
"PLD2","choline","hsa-mir-4442",38
"PLD2","colchicine","hsa-mir-4442",38
"PNOC","conjugated estrogens","hsa-mir-486-2",38
"PNOC","estradiol","hsa-mir-486-2",38
"PNOC","estrone","hsa-mir-486-2",38
"PNOC","estrogens","hsa-mir-486-2",38
"PNOC","chlorotrianisene","hsa-mir-486-2",38
"PNOC","dienestrol","hsa-mir-486-2",38
"PNOC","diethylstilbestrol","hsa-mir-486-2",38
"PNOC","ethinyl estradiol","hsa-mir-486-2",38
"SNTA1","amiodarone","hsa-mir-335",38
"SNTA1","chlorpromazine","hsa-mir-335",38
"SNTA1","haloperidol","hsa-mir-335",38
"SNTA1","antipsychotics","hsa-mir-335",38
"SNTA1","arsenic trioxide","hsa-mir-335",38
"SNTA1","methadone","hsa-mir-335",38
"SNTA1","thioridazine","hsa-mir-335",38
"SNTA1","chloroquine","hsa-mir-335",38
"SNTA1","clarithromycin","hsa-mir-335",38
"SNTA1","erythromycin","hsa-mir-335",38
"SNTA1","terfenadine","hsa-mir-335",38
"SNTA1","ibutilide","hsa-mir-335",38
"SNTA1","astemizole","hsa-mir-335",38
"SNTA1","cisapride","hsa-mir-335",38
"SNTA1","droperidol","hsa-mir-335",38
"SNTA1","levomethadyl acetate","hsa-mir-335",38
"SNTA1","disopyramide","hsa-mir-335",38
"SNTA1","pimozide","hsa-mir-335",38
"SNTA1","sparfloxacin","hsa-mir-335",38
"SNTA1","procainamide","hsa-mir-335",38
"SNTA1","dofetilide","hsa-mir-335",38
"SNTA1","quinidine","hsa-mir-335",38
"SNTA1","bepridil","hsa-mir-335",38
"SNTA1","domperidone","hsa-mir-335",38
"SNTA1","halofantrine","hsa-mir-335",38
"SNTA1","mesoridazine","hsa-mir-335",38
"SNTA1","pentamidine","hsa-mir-335",38
"SNTA1","sotalol","hsa-mir-335",38
"TSHR","choline","hsa-mir-486-2",38
"FKBP5","antidepressants","hsa-mir-134",36
"FKBP5","citalopram","hsa-mir-134",36
"FKBP5","venlafaxine","hsa-mir-134",36
"FKBP5","desipramine","hsa-mir-134",36
"FKBP5","mirtazapine","hsa-mir-134",36
"FKBP5","fluoxetine","hsa-mir-134",36
"FKBP5","prednisolone","hsa-mir-134",36
"GNB1","betamethasone","hsa-mir-134",36
"GNB1","aspirin","hsa-mir-134",36
"GNB1","fluticasone propionate","hsa-mir-134",36
"GNB1","progesterone","hsa-mir-134",36
"GNB1","budesonide","hsa-mir-134",36
"GNB1","dopamine","hsa-mir-134",36
"GNB1","adenosine monophosphate","hsa-mir-134",36
"GNB1","adenosine triphosphate","hsa-mir-134",36
"GNB1","lecithin","hsa-mir-134",36
"GNB1","l-arginine","hsa-mir-134",36
"GNB1","l-citrulline","hsa-mir-134",36
"GNB1","nitric oxide","hsa-mir-134",36
"GNB1","glucose","hsa-mir-134",36
"GNB1","prednisone","hsa-mir-134",36
"GNB1","dexamethasone","hsa-mir-134",36
"GNB1","glucocorticoids","hsa-mir-134",36
"GNB1","hydrocortisone","hsa-mir-134",36
"GNB1","methylprednisolone","hsa-mir-134",36
"GNB1","mometasone","hsa-mir-134",36
"GNB1","paramethasone","hsa-mir-134",36
"GNB1","prednisolone","hsa-mir-134",36
"GNB1","rimexolone","hsa-mir-134",36
"GNB1","triamcinolone","hsa-mir-134",36
"GNB1","beclomethasone","hsa-mir-134",36
"GNB1","ciclesonide","hsa-mir-134",36
"GNB1","desonide","hsa-mir-134",36
"GNB1","flunisolide","hsa-mir-134",36
"UPP2","fluorouracil","hsa-mir-134",36
"UPP2","capecitabine","hsa-mir-134",36
"ANK2","amiodarone","hsa-mir-149",31
"ANK2","chlorpromazine","hsa-mir-149",31
"ANK2","haloperidol","hsa-mir-149",31
"ANK2","antipsychotics","hsa-mir-149",31
"ANK2","arsenic trioxide","hsa-mir-149",31
"ANK2","methadone","hsa-mir-149",31
"ANK2","thioridazine","hsa-mir-149",31
"ANK2","chloroquine","hsa-mir-149",31
"ANK2","clarithromycin","hsa-mir-149",31
"ANK2","erythromycin","hsa-mir-149",31
"ANK2","terfenadine","hsa-mir-149",31
"ANK2","ibutilide","hsa-mir-149",31
"ANK2","astemizole","hsa-mir-149",31
"ANK2","cisapride","hsa-mir-149",31
"ANK2","droperidol","hsa-mir-149",31
"ANK2","levomethadyl acetate","hsa-mir-149",31
"ANK2","disopyramide","hsa-mir-149",31
"ANK2","pimozide","hsa-mir-149",31
"ANK2","sparfloxacin","hsa-mir-149",31
"ANK2","procainamide","hsa-mir-149",31
"ANK2","dofetilide","hsa-mir-149",31
"ANK2","quinidine","hsa-mir-149",31
"ANK2","bepridil","hsa-mir-149",31
"ANK2","domperidone","hsa-mir-149",31
"ANK2","halofantrine","hsa-mir-149",31
"ANK2","mesoridazine","hsa-mir-149",31
"ANK2","pentamidine","hsa-mir-149",31
"ANK2","sotalol","hsa-mir-149",31
"ANK2","antiarrhythmics; class i and iii","hsa-mir-149",31
"CREB1","antidepressants","hsa-mir-656",31
"CREB1","methotrexate","hsa-mir-656",31
"CREB1","valinomycin","hsa-mir-656",31
"CREB1","cyclosporine","hsa-mir-656",31
"CREB1","citalopram","hsa-mir-656",31
"CREB1","sertraline","hsa-mir-656",31
"CREB1","adenosine triphosphate","hsa-mir-656",31
"CREB1","glucose","hsa-mir-656",31
"CREB1","pyruvic acid","hsa-mir-656",31
"CREB1","fluoxetine","hsa-mir-656",31
"CREB1","paroxetine","hsa-mir-656",31
"CREB1","fluvoxamine","hsa-mir-656",31
"CREB1","mercaptopurine","hsa-mir-656",31
"CREB1","lithium","hsa-mir-656",31
"CREB1","exenatide","hsa-mir-656",31
"CREB1","teriparatide","hsa-mir-656",31
"FRS2","l-arginine","hsa-mir-149",31
"FRS2","nitric oxide","hsa-mir-149",31
"SLC7A1","adenosine monophosphate","hsa-mir-656",31
"SLC7A1","l-arginine","hsa-mir-656",31
"SLC7A1","l-citrulline","hsa-mir-656",31
"SLC7A1","nitric oxide","hsa-mir-656",31
"SLC7A1","glycine","hsa-mir-656",31
"SLC7A1","l-serine","hsa-mir-656",31
"SLC7A1","l-proline","hsa-mir-656",31
"SLC7A1","l-tyrosine","hsa-mir-656",31
"SLC7A1","l-valine","hsa-mir-656",31
"SLC7A1","taurine","hsa-mir-656",31
"SLC7A1","l-alanine","hsa-mir-656",31
"SLC7A1","l-cysteine","hsa-mir-656",31
"SLC7A1","l-leucine","hsa-mir-656",31
"SLC7A1","l-lysine","hsa-mir-656",31
"SLC7A1","l-tryptophan","hsa-mir-656",31
"KCNJ2","amiodarone","hsa-mir-4444-2",29
"KCNJ2","chlorpromazine","hsa-mir-4444-2",29
"KCNJ2","haloperidol","hsa-mir-4444-2",29
"KCNJ2","antipsychotics","hsa-mir-4444-2",29
"KCNJ2","arsenic trioxide","hsa-mir-4444-2",29
"KCNJ2","methadone","hsa-mir-4444-2",29
"KCNJ2","thioridazine","hsa-mir-4444-2",29
"KCNJ2","chloroquine","hsa-mir-4444-2",29
"KCNJ2","clarithromycin","hsa-mir-4444-2",29
"KCNJ2","erythromycin","hsa-mir-4444-2",29
"KCNJ2","terfenadine","hsa-mir-4444-2",29
"KCNJ2","ibutilide","hsa-mir-4444-2",29
"KCNJ2","astemizole","hsa-mir-4444-2",29
"KCNJ2","cisapride","hsa-mir-4444-2",29
"KCNJ2","droperidol","hsa-mir-4444-2",29
"KCNJ2","levomethadyl acetate","hsa-mir-4444-2",29
"KCNJ2","disopyramide","hsa-mir-4444-2",29
"KCNJ2","pimozide","hsa-mir-4444-2",29
"KCNJ2","sparfloxacin","hsa-mir-4444-2",29
"KCNJ2","procainamide","hsa-mir-4444-2",29
"KCNJ2","dofetilide","hsa-mir-4444-2",29
"KCNJ2","quinidine","hsa-mir-4444-2",29
"KCNJ2","bepridil","hsa-mir-4444-2",29
"KCNJ2","domperidone","hsa-mir-4444-2",29
"KCNJ2","halofantrine","hsa-mir-4444-2",29
"KCNJ2","mesoridazine","hsa-mir-4444-2",29
"KCNJ2","pentamidine","hsa-mir-4444-2",29
"KCNJ2","sotalol","hsa-mir-4444-2",29
"KCNJ2","antiarrhythmics; class i and iii","hsa-mir-4444-2",29
"ELN","glucocorticoids","hsa-mir-26a-1",26
"GTF2A1","conjugated estrogens","hsa-mir-4661",26
"GTF2A1","estradiol","hsa-mir-4661",26
"GTF2A1","betamethasone","hsa-mir-4661",26
"GTF2A1","estrone","hsa-mir-4661",26
"GTF2A1","fluticasone propionate","hsa-mir-4661",26
"GTF2A1","estrogens","hsa-mir-4661",26
"GTF2A1","budesonide","hsa-mir-4661",26
"GTF2A1","chlorotrianisene","hsa-mir-4661",26
"GTF2A1","dienestrol","hsa-mir-4661",26
"GTF2A1","diethylstilbestrol","hsa-mir-4661",26
"GTF2A1","ethinyl estradiol","hsa-mir-4661",26
"GTF2A1","prednisone","hsa-mir-4661",26
"GTF2A1","dexamethasone","hsa-mir-4661",26
"GTF2A1","glucocorticoids","hsa-mir-4661",26
"GTF2A1","hydrocortisone","hsa-mir-4661",26
"GTF2A1","methylprednisolone","hsa-mir-4661",26
"GTF2A1","mometasone","hsa-mir-4661",26
"GTF2A1","paramethasone","hsa-mir-4661",26
"GTF2A1","prednisolone","hsa-mir-4661",26
"GTF2A1","rimexolone","hsa-mir-4661",26
"GTF2A1","triamcinolone","hsa-mir-4661",26
"GTF2A1","beclomethasone","hsa-mir-4661",26
"GTF2A1","ciclesonide","hsa-mir-4661",26
"GTF2A1","desonide","hsa-mir-4661",26
"GTF2A1","flunisolide","hsa-mir-4661",26
"PRKAB1","metformin","hsa-mir-26a-1",26
"PRKAB1","pioglitazone","hsa-mir-26a-1",26
"PRKAB1","rosiglitazone","hsa-mir-26a-1",26
"PRKAB1","sirolimus","hsa-mir-26a-1",26
"PRKAB1","adenosine monophosphate","hsa-mir-26a-1",26
"PRKAB1","adenosine triphosphate","hsa-mir-26a-1",26
"PRKAB1","glucose","hsa-mir-26a-1",26
"RELA","cyclosporine","hsa-mir-92b",26
"RELA","tacrolimus","hsa-mir-92b",26
"RELA","betamethasone","hsa-mir-92b",26
"RELA","fluticasone propionate","hsa-mir-92b",26
"RELA","budesonide","hsa-mir-92b",26
"RELA","imiquimod","hsa-mir-92b",26
"RELA","glutathione","hsa-mir-92b",26
"RELA","l-arginine","hsa-mir-92b",26
"RELA","l-citrulline","hsa-mir-92b",26
"RELA","nitric oxide","hsa-mir-92b",26
"RELA","nifedipine","hsa-mir-92b",26
"RELA","prednisone","hsa-mir-92b",26
"RELA","dexamethasone","hsa-mir-92b",26
"RELA","choline","hsa-mir-92b",26
"RELA","glucocorticoids","hsa-mir-92b",26
"RELA","hydrocortisone","hsa-mir-92b",26
"RELA","methylprednisolone","hsa-mir-92b",26
"RELA","mometasone","hsa-mir-92b",26
"RELA","paramethasone","hsa-mir-92b",26
"RELA","prednisolone","hsa-mir-92b",26
"RELA","rimexolone","hsa-mir-92b",26
"RELA","triamcinolone","hsa-mir-92b",26
"RELA","beclomethasone","hsa-mir-92b",26
"RELA","ciclesonide","hsa-mir-92b",26
"RELA","desonide","hsa-mir-92b",26
"RELA","flunisolide","hsa-mir-92b",26
"SMAD2","nitric oxide","hsa-mir-4661",26
"SMARCC1","betamethasone","hsa-mir-26a-1",26
"SMARCC1","fluticasone propionate","hsa-mir-26a-1",26
"SMARCC1","budesonide","hsa-mir-26a-1",26
"SMARCC1","prednisone","hsa-mir-26a-1",26
"SMARCC1","dexamethasone","hsa-mir-26a-1",26
"SMARCC1","glucocorticoids","hsa-mir-26a-1",26
"SMARCC1","hydrocortisone","hsa-mir-26a-1",26
"SMARCC1","methylprednisolone","hsa-mir-26a-1",26
"SMARCC1","mometasone","hsa-mir-26a-1",26
"SMARCC1","paramethasone","hsa-mir-26a-1",26
"SMARCC1","prednisolone","hsa-mir-26a-1",26
